"aar","bydel_nr","botid_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","alle","2","prosent","54","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","alle","alle","personer","1482","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","alle","alle","prosent","62.2","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","0-4","1","personer","340","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","0-4","1","prosent","69.5","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","0-4","2","personer","113","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","0-4","2","prosent","36.6","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","0-4","alle","personer","453","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","0-4","alle","prosent","56.8","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","5+","1","personer","432","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","5+","1","prosent","74.7","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","5+","2","personer","597","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","5+","2","prosent","59.3","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","5+","alle","personer","1029","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","5+","alle","prosent","64.9","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","alle","1","personer","287","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","alle","1","prosent","76.5","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","alle","2","personer","174","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","alle","2","prosent","57","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","alle","alle","personer","461","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","alle","alle","prosent","67.8","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","0-4","1","personer","105","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","0-4","1","prosent","69.1","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","0-4","2","personer","26","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","0-4","2","prosent","33.3","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","0-4","alle","personer","131","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","0-4","alle","prosent","57","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","5+","1","personer","182","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","5+","1","prosent","81.6","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","5+","2","personer","148","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","5+","2","prosent","65.2","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","5+","alle","personer","330","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","5+","alle","prosent","73.3","sysselsatte_botid_land","NULL","NULL","0702"
"2013","NULL","alle","1","personer","1492","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","alle","1","prosent","75.7","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","alle","2","personer","1022","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","alle","2","prosent","59.4","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","alle","alle","personer","2514","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","alle","alle","prosent","68.1","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","0-4","1","personer","651","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","0-4","1","prosent","71.1","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","0-4","2","personer","191","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","0-4","2","prosent","42.3","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","0-4","alle","personer","842","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","0-4","alle","prosent","61.6","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","5+","1","personer","841","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","5+","1","prosent","79.6","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","5+","2","personer","831","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","5+","2","prosent","65.5","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","5+","alle","personer","1672","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","5+","alle","prosent","71.9","sysselsatte_botid_land","NULL","NULL","0704"
"2013","NULL","alle","1","personer","1547","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","alle","1","prosent","74.9","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","alle","2","personer","1257","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","alle","2","prosent","54.6","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","alle","alle","personer","2804","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","alle","alle","prosent","64.2","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","0-4","1","personer","680","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","0-4","1","prosent","72.6","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","0-4","2","personer","175","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","0-4","2","prosent","42.6","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","0-4","alle","personer","855","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","0-4","alle","prosent","63.5","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","5+","1","personer","867","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","5+","1","prosent","76.7","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","5+","2","personer","1082","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","5+","2","prosent","57.2","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","5+","alle","personer","1949","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","5+","alle","prosent","64.5","sysselsatte_botid_land","NULL","NULL","0706"
"2013","NULL","alle","1","personer","1193","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","alle","1","prosent","76.7","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","alle","2","personer","902","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","alle","2","prosent","52.1","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","alle","alle","personer","2095","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","alle","alle","prosent","63.8","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","0-4","1","personer","475","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","0-4","1","prosent","73.1","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","0-4","2","personer","141","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","0-4","2","prosent","37.9","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","0-4","alle","personer","616","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","0-4","alle","prosent","60.3","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","5+","1","personer","718","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","5+","1","prosent","79.3","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","5+","2","personer","761","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","5+","2","prosent","56","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","5+","alle","personer","1479","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","5+","alle","prosent","65.4","sysselsatte_botid_land","NULL","NULL","0709"
"2013","NULL","alle","1","personer","268","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","alle","1","prosent","74","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","alle","2","personer","86","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","alle","2","prosent","62.8","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","alle","alle","personer","354","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","alle","alle","prosent","70.9","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","0-4","1","personer","120","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","0-4","1","prosent","74.5","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","0-4","2","personer","17","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","0-4","2","prosent","51.5","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","0-4","alle","personer","137","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","0-4","alle","prosent","70.6","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","5+","1","personer","148","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","5+","1","prosent","73.6","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","5+","2","personer","69","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","5+","2","prosent","66.3","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","5+","alle","personer","217","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","5+","alle","prosent","71.1","sysselsatte_botid_land","NULL","NULL","0711"
"2013","NULL","alle","1","personer","347","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","alle","1","prosent","80.1","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","alle","2","personer","111","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","alle","2","prosent","52.1","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","alle","alle","personer","458","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","alle","alle","prosent","70.9","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","0-4","1","personer","154","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","0-4","1","prosent","75.5","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","0-4","2","personer","28","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","0-4","2","prosent","40","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","0-4","alle","personer","182","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","0-4","alle","prosent","66.4","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","5+","1","personer","193","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","5+","1","prosent","84.3","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","5+","2","personer","83","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","5+","2","prosent","58","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","5+","alle","personer","276","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","5+","alle","prosent","74.2","sysselsatte_botid_land","NULL","NULL","0713"
"2013","NULL","alle","1","personer","103","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","alle","1","prosent","76.9","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","alle","2","personer","26","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","alle","2","prosent","74.3","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","alle","alle","personer","129","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","alle","alle","prosent","76.3","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","0-4","1","personer","50","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","0-4","1","prosent","75.8","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","0-4","2","personer","5","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","0-4","2","prosent","71.4","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","0-4","alle","personer","55","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","0-4","alle","prosent","75.3","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","5+","1","personer","53","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","5+","1","prosent","77.9","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","5+","2","personer","21","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","5+","2","prosent","75","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","5+","alle","personer","74","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","5+","alle","prosent","77.1","sysselsatte_botid_land","NULL","NULL","0714"
"2013","NULL","alle","1","personer","304","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","alle","1","prosent","78.6","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","alle","2","personer","117","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","alle","2","prosent","54.7","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","alle","alle","personer","421","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","alle","alle","prosent","70","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","0-4","1","personer","123","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","0-4","1","prosent","75.9","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","0-4","2","personer","22","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","0-4","2","prosent","37.3","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","0-4","alle","personer","145","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","0-4","alle","prosent","65.6","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","5+","1","personer","181","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","5+","1","prosent","80.4","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","5+","2","personer","95","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","5+","2","prosent","61.3","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","5+","alle","personer","276","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","5+","alle","prosent","72.6","sysselsatte_botid_land","NULL","NULL","0716"
"2013","NULL","alle","1","personer","202","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","alle","1","prosent","75.9","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","alle","2","personer","75","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","alle","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","alle","alle","personer","277","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","alle","alle","prosent","71.8","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","0-4","1","personer","110","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","0-4","1","prosent","73.3","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","0-4","2","personer","27","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","0-4","2","prosent","65.9","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","0-4","alle","personer","137","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","0-4","alle","prosent","71.7","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","5+","1","personer","92","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","5+","1","prosent","79.3","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","5+","2","personer","48","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","5+","2","prosent","60.8","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","5+","alle","personer","140","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","5+","alle","prosent","71.8","sysselsatte_botid_land","NULL","NULL","0719"
"2013","NULL","alle","1","personer","482","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","alle","1","prosent","76.4","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","alle","2","personer","193","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","alle","2","prosent","48.3","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","alle","alle","personer","675","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","alle","alle","prosent","65.5","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","0-4","1","personer","240","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","0-4","1","prosent","73.8","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","0-4","2","personer","37","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","0-4","2","prosent","26.2","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","0-4","alle","personer","277","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","0-4","alle","prosent","59.4","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","5+","1","personer","242","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","5+","1","prosent","79.1","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","5+","2","personer","156","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","5+","2","prosent","60.2","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","5+","alle","personer","398","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","5+","alle","prosent","70.4","sysselsatte_botid_land","NULL","NULL","0720"
"2013","NULL","alle","1","personer","581","sysselsatte_botid_land","NULL","NULL","0722"
"2013","NULL","alle","1","prosent","77.1","sysselsatte_botid_land","NULL","NULL","0722"
"2013","NULL","alle","2","personer","414","sysselsatte_botid_land","NULL","NULL","0722"
